period,product,product_group,quantity,list_price,net_price
01/06/2020,PRDZL76QJ7P,G1,30016,20.98,20.02
01/07/2020,PRD7KD6WK9O,G1,6016,20.98,20.05
01/09/2020,PRDFG3R34P8,G1,6016,20.98,21.34
01/05/2020,PRD5ZITSHG9,G1,12016,20.98,20.53
01/06/2020,PRD4KH8XWEU,G1,6016,20.98,20.05
01/02/2021,PRDHYYDE82E,G1,6016,20.98,20.05
01/08/2021,PRD0S4P2GEV,G1,520,20.98,22.12
01/01/2021,PRD50DV53UC,G1,6016,20.98,21.34
01/05/2021,PRDN3ZKRW0A,G1,508,20.98,22.12
01/06/2020,PRDZYLPF2RR,G1,2416,21.34,21.34
01/11/2020,PRDCTY7A588,G1,486,21.34,22.12
01/10/2020,PRDNQ5LFTL4,G1,1616,21.34,21.34
01/06/2021,PRD03ISSZOI,G1,6016,21.34,20.02
01/07/2020,PRDQX24FLZM,G1,816,21.34,22.15
01/08/2021,PRDY3SIG73H,G1,6016,21.34,21.34
01/08/2020,PRD608XDOYK,G1,1216,21.34,21.34
01/09/2020,PRDZO8DLBHY,G1,828,21.34,22.15
01/07/2020,PRDQPBD45WE,G1,6016,21.34,21.34
01/04/2021,PRDXRP3TTEO,G1,6616,21.34,22.834
01/06/2020,PRDGP26E6PV,G1,6016,21.34,21.34
01/06/2020,PRDU735UA26,G1,516,21.34,23.77
01/08/2021,PRDN8J6U2KI,G1,3016,21.34,22.96
01/07/2020,PRDC9XNI92J,G1,304,21.34,25.36
01/06/2020,PRD2YV9G5G5,G1,5016,21.34,21.34
01/03/2020,PRDSDK96051,G1,6016,21.34,21.34
01/08/2020,PRD11OBVXYR,G1,6016,21.34,20.05
01/03/2021,PRDPIB1K1BS,G1,3016,21.34,22.12
01/05/2020,PRD53GC31P0,G1,216,21.34,25.36
01/03/2021,PRDOL0CWSUD,G1,1024,21.34,22.12
01/04/2021,PRDS6WYFWG8,G1,6016,21.34,20.98
01/08/2021,PRD2ECUM3H9,G1,6016,21.34,21.34
01/11/2020,PRDDXSVOODT,G1,442,21.34,25.36
01/07/2020,PRDD4MYWNEY,G1,1216,21.34,21.34
01/07/2021,PRDA9P4DGJ7,G1,476,21.34,22.96
01/08/2020,PRDJPA9IH9J,G1,366,21.34,22.15
01/07/2020,PRDWK4YVZ0T,G1,4512,21.34,22.12
01/04/2020,PRDL4JB2JBE,G1,9512,21.34,21.04
01/08/2021,PRD6V07IHPM,G1,616,21.34,26.146
01/07/2021,PRDVS5XX0JK,G1,76,21.34,22
01/11/2020,PRDJUMKEBSR,G1,1016,21.34,22.15
01/03/2021,PRDNJOUSA35,G1,6016,21.34,21.19
01/07/2020,PRDTN1UXIR5,G1,96,21.34,22.675
01/04/2020,PRDMYVQ256B,G1,76,21.34,27.97
01/04/2021,PRD7BGK6GF9,G1,6016,21.34,21.19
01/04/2021,PRDVXWRXU02,G1,1376,21.34,22.96
01/03/2020,PRDZSBOM82G,G1,2016,21.34,21.34
01/05/2020,PRDH8XXN5K2,G1,966,21.34,22.195
01/11/2020,PRDQIP0CVDP,G1,6016,21.34,21.7873
01/05/2020,PRDKFP9UAPL,G1,6016,21.34,21.5143
01/07/2021,PRDJ1SG3JO8,G1,24016,20.02,19.48
01/04/2021,PRD8G1ZJ6ZH,G1,24016,20.02,19.48
01/07/2021,PRDASSA3ML7,G1,12016,20.02,20.32
01/05/2021,PRD7NSBPGZE,G1,18016,20.02,19.48
01/06/2021,PRDFY3ARRXS,G1,42016,20.02,20.32
01/07/2021,PRDE00X90HJ,G1,6016,20.02,19.48
01/08/2021,PRD2H14PIMX,G1,18016,20.02,20.32
01/08/2021,PRDKA55W97E,G1,192016,20.02,19.48
01/04/2021,PRD4WVAR8MC,G1,38,28.39,29.5981
01/12/2020,PRDQ7MQQ15N,G1,26,28.39,28.39
01/11/2020,PRDOIP6E5HA,G1,26,28.39,29.584
01/11/2020,PRD9JUWG23Y,G1,36,28.39,31.732
01/09/2020,PRD1RC62ZC9,G1,36,28.39,28.39
01/09/2020,PRDHCMUXYLM,G1,36,28.39,28.165
01/05/2020,PRDDC47IGFK,G1,32,28.39,29.2825
01/12/2020,PRDSSME0OXQ,G1,26,28.39,28.39
01/12/2020,PRDC5SP3AR7,G1,32,28.39,23.41
01/04/2020,PRDZW1HEXSI,G1,36,28.39,30.76
01/07/2020,PRDVJZWD16F,G1,36,28.39,28.39
01/03/2020,PRDDLD0XLK8,G1,36,28.39,30.628
01/05/2021,PRDMFAEOZQN,G1,36,28.39,28.39
01/03/2021,PRD4FLJAZW3,G1,26,28.39,28.39
01/01/2021,PRD1KXZWZ9M,G1,36,28.39,28.39
01/08/2020,PRDXVKLCGLI,G1,26,28.39,28.39
01/05/2021,PRDF9LJSSET,G1,40,28.39,31.93
01/02/2021,PRDB8VVJ4K6,G1,36,28.39,28.39
01/03/2021,PRDOBDDZ1PI,G1,36,28.39,28.39
01/03/2020,PRDAKWHCRJE,G1,26,28.39,28.39
01/07/2020,PRDL2KNLK0C,G1,56,28.39,30.997
01/01/2021,PRDE8OBXH9Z,G1,26,28.39,28.39
01/07/2020,PRDSKYO8DCN,G1,36,28.39,28.39
01/03/2020,PRDCQIRUIZM,G1,36,28.39,28.39
01/08/2020,PRDMAFKCZLH,G1,26,28.39,31.006
01/05/2021,PRD6CEZ4XEQ,G1,32,28.7617,28.75
01/01/2021,PRDI42WUR48,G1,64,28.39,28.39
01/05/2021,PRD93AIB4YY,G1,26,28.39,28.75
01/02/2021,PRD4ZSMSYPP,G1,36,28.39,32.161
01/04/2021,PRDY02KYP2U,G1,32,28.39,28.39
01/08/2020,PRDNQJK5DA8,G1,36,28.39,30.871
01/07/2020,PRDS2Y4BTDD,G1,516,22.15,22.1452
01/01/2021,PRDGG1HKOKD,G1,336,22.15,23.41
01/08/2020,PRDXUHQU7NT,G1,26,22.15,30.934
01/10/2020,PRDXEDT7OE7,G1,516,22.15,22.15
01/09/2020,PRDFCUZDYJT,G1,44,22.15,28.39
01/05/2020,PRD61T2IDVX,G1,28,22.15,29.0851
01/05/2020,PRD98EDJTTI,G1,416,22.15,20.71
01/08/2021,PRDEH8OJ5CG,G1,64,22.15,25.48
01/12/2020,PRD9BXTHIQJ,G1,96,22.15,25.48
01/06/2020,PRDDGGFMP5L,G1,36,22.15,28.39
01/12/2020,PRDANLQO980,G1,26,22.15,31.858
01/10/2020,PRD8S27XY6A,G1,356,22.15,20.71
01/12/2020,PRDXZRBZPP9,G1,26,22.15,28.39
01/03/2021,PRDLPDZUDJ9,G1,26,22.15,32.182
01/06/2020,PRDZWAD7480,G1,38,22.15,30.5473
01/08/2020,PRDXFSPGPUP,G1,616,22.15,23.539
01/03/2021,PRDFHID4N4E,G1,26,22.15,31.93
01/10/2020,PRDM33ZWA1X,G1,802,22.15,22.9
01/01/2021,PRDE3T8N2B9,G1,516,22.15,22.15
01/07/2021,PRD9CSTHV9N,G1,1016,21.52,22.21
01/06/2020,PRDRVHEZXAK,G1,1016,21.52,21.52
01/03/2020,PRDTSUNLVPI,G1,1116,21.52,21.562
01/04/2021,PRDFDAS7RGX,G1,66,25.48,25.48
01/06/2020,PRDOO50AHRV,G1,106,25.48,27.37
01/05/2021,PRDQN52B6FC,G1,76,25.7644,26.566
01/10/2020,PRDZI3VFDVJ,G1,46,25.48,28.39
01/05/2020,PRDV9VTGCBG,G1,66,25.48,25.48
01/05/2021,PRD57I4H8RU,G1,44,25.48,26.47
01/08/2020,PRDC4IG7PGT,G1,26,25.48,28.39
01/02/2021,PRDJFKU4D16,G1,40,25.48,28.39
01/05/2021,PRDVBEAIEZH,G1,80,25.48,25.48
01/09/2020,PRDV95MQUXW,G1,66,25.48,28.0396
01/09/2020,PRDRYGPH8RB,G1,56,25.48,28.39
01/03/2021,PRDSYSOB9R3,G1,128,25.48,25.6873
01/05/2020,PRDYZSTKMX7,G1,66,25.48,27.37
01/02/2021,PRD8I60N0KQ,G1,66,25.48,28.45
01/07/2021,PRDKM58UGYA,G1,36,25.7644,32.569
01/01/2021,PRDO1HHZVU5,G1,26,25.48,28.39
01/11/2020,PRDSGZWW035,G1,116,25.48,26.11
01/04/2021,PRD26RXJM3P,G1,136,25.48,25.48
01/03/2020,PRDMEB0MPBE,G1,86,25.48,27.37
01/03/2020,PRDL5ZGW3VF,G1,66,25.48,25.5496
01/04/2021,PRDKK368573,G1,66,25.48,28.162
01/11/2020,PRDIT6EYU4O,G1,66,25.48,25.48
01/07/2021,PRDNXAE4HDR,G1,66,25.7644,28.672
01/07/2020,PRD7RTWZJFZ,G1,66,25.48,26.32
01/11/2020,PRD738007D0,G1,66,25.48,26.32
01/03/2021,PRDX4Y5XDWX,G1,116,25.48,28.726
01/07/2020,PRD06IWO8WY,G1,28,25.48,28.39
01/08/2021,PRDYMQUN9FP,G1,62,25.7644,28.75
01/05/2021,PRD3SR7PZ7W,G1,66,25.48,26.32
01/03/2020,PRDPGD6U7FS,G1,146,25.48,25.8007
01/07/2020,PRDNA88CTFN,G1,66,25.48,27.37
01/10/2020,PRDJZIBO90S,G1,66,25.48,27.9256
01/05/2021,PRDT791BG59,G1,42,25.7644,26.77
01/03/2021,PRDV7L20SE7,G1,66,25.48,25.48
01/01/2021,PRD6IU4HNU1,G1,66,25.48,25.48
01/07/2021,PRD2QN4DRTR,G1,36,25.7644,33.358
01/10/2020,PRDLMJDMYDG,G1,76,25.48,28.066
01/05/2021,PRDYMZIM2WW,G1,26,25.48,29.692
01/04/2020,PRDNSS1J0GB,G1,66,25.48,27.286
01/07/2021,PRDCQOXJZ05,G1,40,25.7644,32.38
01/02/2021,PRDTZL8KDHF,G1,40,25.48,31.93
01/10/2020,PRDZ28NNL9B,G1,26,25.48,28.39
01/03/2021,PRDO9UYMR5H,G1,38,25.48,28.39
01/07/2021,PRDC4K6MDPE,G1,66,25.7644,28.7896
01/03/2020,PRDVJURLNBN,G1,96,25.48,25.48
01/04/2021,PRD8MCKF7V1,G1,34,25.48,28.39
01/05/2020,PRDZSC3A0AX,G1,36,25.48,28.39
01/04/2021,PRDULSUMDFH,G1,300,23.41,22.66
01/12/2020,PRD61PV7IKF,G1,36,23.41,28.39
01/09/2020,PRD4UO0XGHI,G1,316,23.41,23.41
01/09/2020,PRDDRLDXZD9,G1,36,23.41,28.39
01/09/2020,PRD9LEWOXZS,G1,68,23.41,26.2864
01/04/2020,PRDOSKYDPS5,G1,220,23.41,23.41
01/12/2020,PRDTY6PSDG6,G1,66,23.41,26.32
01/09/2020,PRDNQ9WXTX2,G1,66,23.41,25.48
01/09/2020,PRDMDRW1L4Y,G1,66,23.41,21.67
01/04/2020,PRDES5NQFFJ,G1,256,23.41,23.41
01/06/2021,PRD30C3KBD6,G1,236,23.6323,22.15
01/08/2020,PRD8W76EGJO,G1,66,23.41,25.48
01/10/2020,PRDPKYKHAT1,G1,216,23.41,25.459
01/07/2020,PRDMM4BVUVV,G1,36,23.41,28.39
01/01/2021,PRDGW79G3R6,G1,216,23.41,23.62
01/03/2020,PRDYIFKFX5R,G1,316,23.41,24.757
01/05/2020,PRDYVY10J18,G1,66,23.41,22.318
01/04/2020,PRDUEYCPIKA,G1,66,23.41,21.67
01/07/2020,PRD3U9NZ2Z0,G1,66,23.41,25.48
01/01/2021,PRDNVAMLMIP,G1,216,23.41,20.44
01/02/2021,PRDH5H1JCXD,G1,2016,20.83,20.83
01/05/2020,PRDWF5QAIG6,G1,2016,20.83,19.33
01/04/2021,PRDU71K5AQZ,G1,2016,20.83,20.83
01/06/2020,PRD4WML2UT8,G1,2016,20.83,20.59
01/07/2021,PRDW2K624S0,G1,2016,20.83,19.729
01/08/2021,PRDJVMAQTXJ,G1,4016,20.83,20.83
01/06/2021,PRDTJS29G0B,G1,2016,20.83,20.83
01/03/2020,PRDPH6H43IX,G1,2416,20.83,19.84
01/03/2021,PRD35V6IQJT,G1,4016,19.75,20.11
01/05/2021,PRD43C10TKO,G1,80016,19.75,20.11
01/04/2021,PRD1RTNE30R,G1,50016,19.75,20.11
01/12/2020,PRDDJW7KH0Y,G1,20016,19.75,20.11
01/06/2021,PRD6HI3OPYX,G1,30016,19.75,20.11
01/01/2021,PRD2T2J9L4L,G1,22016,19.75,20.11
01/08/2020,PRDYSK1KC02,G1,24016,19.75,20.11
01/11/2020,PRD117SU6CD,G1,18016,19.75,20.11
01/09/2020,PRDGQEZ2VBD,G1,22016,19.75,20.11
01/06/2020,PRDH0GUVK6W,G1,26016,19.48,17.62
01/02/2021,PRDKGS434Y5,G1,74016,19.48,17.62
01/10/2020,PRDFDD2G8D0,G1,50016,19.48,17.62
01/11/2020,PRD9M0OWP27,G1,30016,19.48,17.62
01/07/2021,PRDKBMNXBH9,G1,36016,19.48,17.62
01/05/2020,PRD5XIH9SXC,G1,32016,19.48,17.62
01/06/2021,PRD934VIRHX,G1,48016,19.48,17.62
01/01/2021,PRDL4KIXVP7,G1,108016,19.48,17.62
01/03/2020,PRDVQPHR15E,G1,88016,19.48,17.62
01/09/2021,PRD3VCB6P9O,G1,4016,19.48,17.62
01/07/2020,PRDNF31T057,G1,30016,19.48,17.62
01/12/2020,PRDWC11AS5D,G1,8016,19.48,17.62
01/09/2020,PRDZC7DY1QE,G1,26016,19.48,17.62
01/04/2020,PRD77K14YRE,G1,28016,19.48,17.62
01/05/2021,PRDWHX5H6TC,G1,90016,19.48,17.62
01/04/2021,PRDVMCGKQC0,G1,20016,19.48,17.62
01/06/2020,PRDIV04L97H,G1,14016,20.11,18.4
01/07/2021,PRDB17DQ8DX,G1,216,20.11,23.62
01/08/2021,PRDNNFTMB2H,G1,216,20.11,23.41
01/04/2020,PRDHNE1FB11,G1,10016,19.87,19
01/08/2020,PRD7PY8KK2V,G1,30016,19.87,19
01/07/2021,PRDEV83DJE5,G1,4016,19.87,19
01/05/2020,PRD93QZLGHW,G1,8016,19.87,19
01/05/2021,PRDBM90A9GQ,G1,12016,19.87,18.4
01/03/2021,PRDM9I0CR4U,G1,30016,19.87,19
01/09/2020,PRD6Z8N7TZ0,G1,6016,19.87,19
01/07/2021,PRDUXCKMOSN,G1,56016,19.87,18.4
01/06/2021,PRD3WQG939A,G1,8016,19.87,18.4
01/03/2021,PRD2HBVMW5J,G1,8016,19.96,18.4
01/10/2020,PRDRIZPVSFH,G1,14016,19.96,18.4
01/05/2020,PRDNW2RJJDM,G1,6016,19.96,18.4
01/03/2021,PRDYKZYSLIQ,G1,20016,19.96,20.11
01/06/2020,PRD94DROJ41,G1,16016,19.96,18.4
01/01/2021,PRDMUXRBC4F,G1,10016,19.96,20.11
01/01/2021,PRDQ262P841,G1,2016,19.96,18.4
01/07/2021,PRDW6M6SFHT,G1,3334,20.23,20.116
01/12/2020,PRDPX844GRQ,G1,2016,20.23,19.333
01/10/2020,PRDLM6JWSQL,G1,2016,20.23,20.83
01/02/2021,PRDLT9NMCS9,G1,2016,20.23,19.333
01/09/2020,PRDQ8WBQBYP,G1,2016,20.23,19.333
01/04/2021,PRD6P8ACMLR,G1,116,20.23,20.38
01/06/2021,PRD6IYG1SOQ,G1,7404,20.23,20.23
01/07/2021,PRDH9N0FF35,G1,300,20.23,20.257
01/02/2021,PRDHFVC1HTT,G1,4016,20.23,21.1
01/12/2020,PRDLV7G9WPM,G1,2016,20.23,20.83
01/09/2020,PRDHX5IGT0J,G1,2016,20.23,19
01/04/2021,PRD0U2G7H84,G1,136,20.23,25.828
01/07/2021,PRDCETPR4YT,G1,6016,20.23,19.18
01/01/2021,PRD1R96K0MB,G1,2016,20.23,19
01/06/2020,PRDKCVWH002,G1,2016,20.23,20.83
01/07/2021,PRDEL87U6PI,G1,216,20.23,20.17
01/04/2020,PRDCBYP840G,G1,1116,20.23,21.532
01/03/2020,PRDT6MY4OBZ,G1,4016,20.23,19
01/06/2020,PRDORXNQM96,G1,2016,20.23,19
01/01/2022,PRDMGCKU2TE,G1,32,19.93,19.93
01/02/2022,PRDXFFEQP3N,G1,26,19.93,20.038
01/06/2021,PRDV0OQBQDT,G1,36,20.5,21.88
01/10/2020,PRDMIM9FQ9O,G1,36,18.34,18.34
01/05/2020,PRDZYTNIOY7,G1,56,18.34,18.34
01/02/2022,PRDCTZD6YVL,G1,36,19.93,20.209
01/12/2020,PRDO9ITTF1R,G1,40,18.34,18.6451
01/02/2022,PRDFE2L3VZ0,G1,56,19.93,20.86
01/02/2021,PRDYC8WPG95,G1,56,18.4102,18.34
01/05/2020,PRDKTFV7BIA,G1,36,18.34,18.631
01/08/2021,PRD5Y91OOE8,G1,56,20.5,20.5
01/04/2020,PRDWZ62I5F7,G1,36,18.34,18.763
01/09/2020,PRD34PBIC1C,G1,36,18.34,18.34
01/07/2020,PRD2CRZGIDI,G1,46,18.34,18.34
01/12/2020,PRD2TMJAC61,G1,46,18.34,18.34
01/06/2021,PRDQKTX695S,G1,56,20.5,22.813
01/01/2021,PRDQ14YWPJH,G1,26,18.34,19.06
01/10/2020,PRDVQNXQQQT,G1,216,18.16,18.547
01/02/2021,PRD6SCGVA2O,G1,516,18.2248,18.349
01/01/2021,PRDXS7V20XZ,G1,356,18.16,18.34
01/05/2020,PRDWBX3Y9BB,G1,516,18.16,18.16
01/02/2021,PRDDEG539D1,G1,216,18.2248,18.34
01/10/2020,PRD027EXPYK,G1,156,18.16,18.34
01/03/2020,PRD0MKU5MQN,G1,516,18.16,18.628
01/03/2021,PRDKNFIC9T2,G1,816,18.2248,18.16
01/03/2021,PRDN7BBNJAV,G1,1806,17.9467,17.947
01/04/2021,PRDL4PGJOR8,G1,1404,17.9467,17.56
01/06/2020,PRD7LDLYNUP,G1,1616,17.89,17.89
01/06/2020,PRD6EGT2OEG,G1,66,18.34,19.4656
01/06/2021,PRDPCMZ8THE,G1,36,19.57,20.5
01/11/2020,PRDC712EAQS,G1,66,18.34,18.34
01/06/2020,PRDVHXPYNNR,G1,116,18.34,18.34
01/05/2020,PRDU75Y5I7W,G1,76,18.34,18.34
01/01/2022,PRDRDAUE8RI,G1,46,19.57,19.33
01/02/2022,PRDDFQL1IHZ,G1,166,19.57,18.748
01/05/2021,PRDZDS5B2JG,G1,96,18.4102,20.5
01/01/2021,PRD4J7UL4FD,G1,196,18.34,18.34
01/09/2021,PRDX2BF1C3K,G1,216,19.18,17.17
01/11/2021,PRDBY2X9MPR,G1,416,19.18,19.18
01/06/2021,PRDRR2KOJQG,G1,336,19.18,20.5
01/06/2020,PRD3RPFYBR1,G1,216,18.34,18.55
01/03/2021,PRDTAKGF50Q,G1,226,18.4102,18.412
01/06/2020,PRD26WQ2RUL,G1,216,18.34,18.55
01/07/2021,PRD3KPSNWWM,G1,76,19.18,20.5
01/10/2020,PRDN1EED42Q,G1,216,18.34,18.982
01/12/2021,PRD8A65QLQ7,G1,216,19.18,19.18
01/03/2022,PRDOV1OICKO,G1,456,19.18,19.18
01/09/2021,PRDG156XMJT,G1,216,19.18,19.18
01/06/2021,PRD2CYRMERI,G1,216,19.18,20.5
01/07/2021,PRDGCTDAWWR,G1,226,19.18,20.5
01/04/2021,PRD22W20LRV,G1,2016,17.6068,17.608
01/12/2020,PRDDCMP50GY,G1,2016,17.56,17.581
01/05/2020,PRDINPZDPD0,G1,2016,17.56,17.581
01/01/2021,PRD9BP3K2LV,G1,2016,17.56,17.56
01/02/2022,PRD9UV5X6RS,G1,2216,18.07,17.95
01/03/2022,PRDWXSTQ8OS,G1,2016,18.07,18.07
01/02/2022,PRD55X82G0G,G1,2016,18.07,18.262
01/05/2021,PRDMYHRANKQ,G1,4016,18.07,17.779
01/05/2020,PRDF8NL9NPZ,G1,5016,16.75,16.57
01/11/2020,PRD174FD6OM,G1,30016,16.75,16.57
01/06/2020,PRD9YVN78AR,G1,20016,16.75,16.57
01/11/2020,PRDP64V5TCS,G1,20016,16.75,16.42
01/12/2020,PRDYXHJQWO5,G1,15016,16.75,16.42
01/01/2021,PRDUCDX320P,G1,40016,16.75,16.42
01/02/2021,PRDLN094ZVM,G1,5016,16.75,16.42
01/03/2021,PRDNEZVCCR7,G1,65016,16.7725,16.57
01/06/2020,PRD4SSFX2T6,G1,35016,16.75,17.14
01/07/2020,PRDHR77HY67,G1,10016,16.75,16.57
01/06/2020,PRDMCOHLTNY,G1,35016,16.75,16.42
01/09/2020,PRDT161F0WE,G1,30016,16.75,16.42
01/01/2021,PRD4MIETOC9,G1,15016,16.75,16.57
01/12/2020,PRDLSHVBOZH,G1,15016,16.75,16.57
01/09/2021,PRDMXTCS029,G1,120016,17.08,16.483
01/08/2021,PRDFQD41HRN,G1,60016,17.35,16.483
01/04/2021,PRDG84U3M3C,G1,90016,16.7416,16.483
01/01/2022,PRD80VA2IME,G1,20016,17.08,16.531
01/05/2021,PRDHDH6KOU4,G1,30016,17.35,16.483
01/03/2022,PRDQOJOZBZD,G1,5016,17.08,16.531
01/02/2022,PRDQTKJPC7L,G1,20016,17.08,16.531
01/07/2021,PRD7CCG4SMT,G1,5016,17.95,17.62
01/09/2021,PRD8URN1J5T,G1,216,17.41,20.71
01/03/2020,PRD7UVSN990,G1,10016,17.02,16.765
01/05/2021,PRDVLP0EQLX,G1,1986,17.0506,17.608
01/07/2021,PRDIX2MBR34,G1,416,17.95,21.076
01/08/2021,PRDR7C5R13Q,G1,18386,17.95,17.95
01/10/2021,PRD9NKTGQV7,G1,5016,17.41,17.62
01/02/2022,PRDCXOJJKM5,G1,5016,17.41,17.62
01/01/2022,PRDKM3TOGN9,G1,992,17.41,17.95
01/03/2022,PRD323T904F,G1,10016,17.41,17.41
01/08/2021,PRDVM9VU3IN,G1,416,17.95,20.5
01/04/2021,PRDN3CACYAE,G1,10016,16.8034,16.765
01/04/2021,PRD07AZK7TC,G1,15016,16.8034,16.42
01/05/2021,PRDU85FCKJY,G1,20016,16.8034,16.42
01/07/2021,PRDUYGYNKPJ,G1,22016,17.47,17.62
01/03/2022,PRDYCVIMMBE,G1,40016,17.14,17.29
01/09/2021,PRDHZB04ADC,G1,5016,17.14,16.42
01/10/2021,PRD0W8990RN,G1,5016,17.14,16.765
01/12/2021,PRDJQFU3U29,G1,5016,17.14,17.62
01/05/2021,PRDMZ4SG7AJ,G1,10016,16.8034,17.26
01/02/2022,PRDED5J32TU,G1,10016,17.14,17.62
01/02/2022,PRDY3CD4DK7,G1,15016,17.14,17.29
01/07/2021,PRDFVNP34K9,G1,10016,17.47,16.765
01/04/2021,PRDQJUFRRLJ,G1,10016,16.8034,17.26
01/07/2021,PRD2RK5ABBE,G1,10016,17.47,16.765
01/01/2022,PRDG6Y7VUYA,G1,20016,17.14,16.531
01/01/2022,PRDWJEDIKFB,G1,5016,17.14,17.62
01/10/2021,PRDNQSUUOKG,G1,30016,17.14,16.63
01/07/2021,PRDDW0FNB23,G1,20016,17.47,16.57
01/02/2022,PRDTDDZKSKM,G1,20016,17.14,16.63
01/06/2021,PRDRTBOY177,G1,10016,17.47,16.57
01/07/2021,PRDFMAGIR3V,G1,15016,17.47,16.42
01/03/2020,PRD6A4GS5M0,G1,35016,16.78,16.42
01/06/2021,PRD38FINN0K,G1,5016,17.47,16.42
01/08/2021,PRDQPGGX0EB,G1,15016,17.47,16.42
01/06/2020,PRDVY0FXMOA,G1,20016,16.78,16.765
01/02/2021,PRDPTE4W9KR,G1,11216,16.78,17.11
01/03/2020,PRDPVRSPUAO,G1,20016,16.78,16.57
01/12/2020,PRD1SE6UDF6,G1,10016,16.78,16.765
01/01/2021,PRDIST0PW6N,G1,10016,16.78,16.765
01/04/2020,PRDN4Q2W72C,G1,5016,16.78,17.26
01/06/2020,PRDUTB24EEX,G1,20016,16.78,16.765
01/07/2020,PRD18ALLY6P,G1,5016,16.78,17.26
01/09/2020,PRDI0NUD8UX,G1,5016,17.26,17.26
01/08/2021,PRDFFK4IRWO,G1,5016,18.4,19.075
01/03/2021,PRDSKQ9PRV0,G1,6676,17.2978,17.749
01/03/2020,PRDLQ34M9FH,G1,5016,17.26,17.14
01/04/2020,PRDLXAA96O4,G1,5016,17.26,17.26
01/05/2021,PRDU320V0QM,G1,5016,18.4,17.47
01/07/2020,PRD05T6HG30,G1,20016,16.66,16.483
01/12/2020,PRDFA0J84Z7,G1,160016,16.66,16.483
01/10/2020,PRDY2L5YRA1,G1,245016,16.66,16.483
01/08/2020,PRDUS8GB5WZ,G1,60016,16.66,16.483
01/06/2020,PRD1IJZZZQE,G1,60016,16.66,16.483
01/03/2020,PRDYLPPMRJ5,G1,100016,16.66,16.483
01/04/2020,PRD3F5RZSWM,G1,35016,16.66,16.483
01/02/2021,PRDMEC4IP9X,G1,30016,16.6798,16.483
01/01/2021,PRDE9ID3FTI,G1,36,17.8849,19.93
01/09/2020,PRDQ0AVYTXD,G1,36,17.8849,19.75
01/03/2020,PRDIFMJ3C8Y,G1,56,19.42,19.42
01/06/2020,PRDN9NHP4R4,G1,46,19.75,19.39
01/06/2020,PRDV040I2MI,G1,42,19.75,19.75
01/03/2020,PRD6ZXP5POF,G1,36,19.42,19.477
01/07/2020,PRD4KYHZ3IF,G1,36,19.75,19.75
01/04/2021,PRD32X62RR5,G1,36,17.8849,18.424
01/11/2020,PRDEDPISZXK,G1,36,17.8849,17.83
01/05/2020,PRDZ1MH12IT,G1,26,19.42,19.42
01/02/2022,PRDD3S8DX1M,G1,676,18.58,18.58
01/05/2021,PRDLLMW1QFR,G1,136,18.67,22.87
01/03/2020,PRDOMRAPBNI,G1,556,19.15,19.15
01/03/2022,PRD7V1ZH2O2,G1,516,18.7264,18.67
01/01/2021,PRDMEBXY7YR,G1,56,18.67,17.83
01/11/2020,PRD8P1W6B94,G1,176,18.67,17.83
01/08/2020,PRDQQDUEFCL,G1,56,19.48,20.002
01/07/2020,PRD62JWEQCL,G1,336,19.48,19.549
01/05/2021,PRD1HIZD7AC,G1,416,18.67,18.427
01/03/2021,PRDOS4I8T6Q,G1,416,18.67,17.992
01/03/2021,PRDCZGDFL14,G1,416,18.67,17.887
01/09/2021,PRDA8R1ATSV,G1,816,18.34,22.741
01/05/2020,PRDQTZ1TPU6,G1,616,18.76,17.683
01/01/2021,PRD7PBJF6T4,G1,456,18.34,17.11
01/07/2020,PRDQOBGWBAV,G1,416,19.03,17.38
01/03/2022,PRDS4J8AERS,G1,116,18.3961,19.846
01/10/2021,PRD3QUKW3B2,G1,54,18.34,18.3967
01/07/2021,PRDS68M1T78,G1,398,18.34,18.451
01/07/2020,PRDG3X8BTIA,G1,86,19.75,19.75
01/09/2021,PRDXMJ3AJVB,G1,76,19.45,21.31
01/01/2022,PRDY0H4GHXY,G1,96,19.33,20.212
01/12/2020,PRD0AM3OAMM,G1,136,19.45,18.178
01/11/2020,PRD5BI78S20,G1,76,19.45,19.48
01/06/2020,PRDNOODJFGZ,G1,80,19.75,19.75
01/04/2021,PRD1UIW4HZG,G1,66,19.45,17.8864
01/10/2021,PRDQJU1MI2C,G1,126,19.45,19.8307
01/04/2021,PRDWME8C1OZ,G1,136,19.45,20.098
01/10/2020,PRDTZB3KAV9,G1,76,19.45,19.75
01/11/2020,PRDPK9WA1I1,G1,116,19.45,19.75
01/10/2020,PRDPRSLQ68A,G1,116,19.45,19.72
01/09/2020,PRDMELU2IOP,G1,108,19.45,20.7817
01/06/2021,PRD5W4PDB05,G1,118,19.45,22.96
01/08/2020,PRDDHX9XBUM,G1,216,19.75,20.617
01/05/2020,PRD0K1A1ZLG,G1,216,19.42,20.197
01/01/2022,PRD1J3FW4FC,G1,216,19,21.31
01/09/2020,PRD4BW9UF4L,G1,236,19.09,20.179
01/03/2020,PRD89KB5LXW,G1,286,19.42,19.42
01/01/2021,PRDPF0AXP1W,G1,216,19.09,18.397
01/04/2021,PRD121R7NFF,G1,416,19.09,17.893
01/06/2020,PRDJBQ9DFI3,G1,76,19.75,20.764
